Datetime,open,high,low,close,volume
2006-09-03,117.095,117.1,116.37,116.45,0
2006-09-04,116.44,116.6,115.78,115.88,0
2006-09-05,115.87,116.46,115.58,116.395,0
2006-09-06,116.395,116.89,116.22,116.695,0
2006-09-07,116.695,117.06,116.01,116.28,0
2006-09-08,116.27,117.02,116.12,116.89,0
2006-09-10,116.88,117.05,116.63,116.755,0
2006-09-11,116.755,117.79,116.755,117.54,0
2006-09-12,117.53,118.14,117.425,117.965,0
2006-09-13,117.97,118.015,117.355,117.54,0
2006-09-14,117.55,117.775,117.32,117.45,0
2006-09-15,117.46,118.13,117.255,117.53,0
2006-09-17,117.27,118.15,117.27,117.86,0
2006-09-18,117.86,118.295,117.775,117.94,0
2006-09-19,117.93,118.08,117.01,117.31,0
2006-09-20,117.305,117.525,116.99,117.15,0
2006-09-21,117.155,117.2,116.215,116.37,0
2006-09-22,116.375,116.6,116.08,116.51,0
2006-09-24,116.53,116.69,116.28,116.31,0
2006-09-25,116.31,116.755,116.13,116.46,0
2006-09-26,116.45,117.235,116.295,117.105,0
2006-09-27,117.095,117.65,117.01,117.505,0
2006-09-28,117.505,117.95,117.43,117.8,0
2006-09-29,117.79,118.19,117.72,118.18,0
2006-10-01,118.14,118.395,117.875,118.265,0
2006-10-02,118.28,118.39,117.54,117.69,0
2006-10-03,117.68,118.21,117.405,118.07,0
2006-10-04,118.08,118.285,117.58,117.695,0
2006-10-05,117.705,118.09,117.47,117.995,0
2006-10-06,118.005,119.1,117.645,119.06,0
2006-10-08,118.91,119.19,118.845,119.185,0
2006-10-09,119.2,119.345,118.96,119.155,0
2006-10-10,119.165,119.785,118.915,119.66,0
2006-10-11,119.65,119.845,119.36,119.615,0
2006-10-12,119.6,119.69,119.16,119.285,0
2006-10-13,119.295,119.89,119.09,119.66,0
2006-10-15,119.675,119.8,119.645,119.68,0
2006-10-16,119.675,119.72,118.95,119.09,0
2006-10-17,119.085,119.14,118.4,118.595,0
2006-10-18,118.61,119.18,118.345,118.87,0
2006-10-19,118.885,118.915,118.07,118.335,0
2006-10-20,118.325,118.785,118.17,118.665,0
2006-10-22,118.765,118.85,118.575,118.765,0
2006-10-23,118.77,119.455,118.76,119.395,0
2006-10-24,119.39,119.65,119.115,119.29,0
2006-10-25,119.29,119.34,118.755,118.845,0
2006-10-26,118.83,118.925,118.28,118.515,0
2006-10-27,118.515,118.675,117.22,117.545,0
2006-10-29,117.47,117.6,117.245,117.445,0
2006-10-30,117.445,117.7,117.21,117.385,0
2006-10-31,117.375,118.04,116.64,116.97,0
2006-11-01,116.975,117.36,116.61,117.285,0
2006-11-02,117.285,117.35,116.685,117.145,0
2006-11-03,117.15,118.2,116.985,118.04,0
2006-11-05,118.08,118.11,117.81,118.04,0
2006-11-06,118.05,118.46,117.67,117.75,0
2006-11-07,117.76,118.0,117.27,117.59,0
2006-11-08,117.58,118.0,117.4,117.89,0
2006-11-09,117.9,118.6,117.36,117.56,0
2006-11-10,117.55,117.685,117.195,117.61,0
2006-11-12,117.57,117.59,117.15,117.27,0
2006-11-13,117.28,118.305,117.27,117.64,0
2006-11-14,117.63,117.97,117.27,117.75,0
2006-11-15,117.76,118.21,117.68,117.99,0
2006-11-16,117.98,118.44,117.81,118.44,0
2006-11-17,118.43,118.46,117.53,117.69,0
2006-11-19,117.86,118.0,117.79,117.96,0
2006-11-20,117.95,118.19,117.84,118.09,0
2006-11-21,118.1,118.26,117.48,117.62,0
2006-11-22,117.61,117.63,116.38,116.61,0
2006-11-23,116.62,116.71,116.04,116.38,0
2006-11-24,116.37,116.38,115.58,115.85,0
2006-11-26,115.535,116.24,115.4,116.16,0
2006-11-27,116.17,116.41,115.9,116.13,0
2006-11-28,116.12,116.4,115.58,115.76,0
2006-11-29,115.75,116.56,115.66,116.14,0
2006-11-30,116.13,116.29,115.49,115.825,0
2006-12-01,115.835,116.38,114.965,115.44,0
2006-12-03,115.45,115.83,115.1,115.57,0
2006-12-04,115.56,115.79,115.2,115.375,0
2006-12-05,115.375,115.38,114.45,114.58,0
2006-12-06,114.59,115.375,114.54,114.98,0
2006-12-07,114.97,115.35,114.76,115.215,0
2006-12-08,115.215,116.49,114.92,116.37,0
2006-12-10,116.42,116.86,116.16,116.69,0
2006-12-11,116.68,117.27,116.55,116.905,0
2006-12-12,116.915,117.25,116.67,116.95,0
2006-12-13,116.96,117.65,116.92,117.52,0
2006-12-14,117.51,118.14,117.27,117.87,0
2006-12-15,117.88,118.34,117.46,118.18,0
2006-12-17,117.99,118.13,117.96,117.99,0
2006-12-18,117.98,118.28,117.7,118.04,0
2006-12-19,118.03,118.31,117.84,118.19,0
2006-12-20,118.18,118.51,117.97,118.39,0
2006-12-21,118.38,118.52,117.95,118.305,0
2006-12-22,118.305,118.96,118.28,118.79,0
2006-12-25,118.96,118.99,118.88,118.99,0
2006-12-26,118.98,119.24,118.65,118.8,0
2006-12-27,118.795,118.9,118.29,118.71,0
2006-12-28,118.72,119.04,118.54,118.825,0
2006-12-29,118.825,119.165,118.755,119.035,0
2007-01-01,118.615,118.81,118.575,118.67,0
2007-01-02,118.68,118.93,118.51,118.79,0
2007-01-03,118.8,119.7,118.72,119.36,0
2007-01-04,119.35,119.51,118.31,118.365,0
2007-01-05,118.365,119.03,118.0,118.61,0
2007-01-07,118.65,118.75,118.25,118.305,0
2007-01-08,118.315,119.005,118.12,118.9,0
2007-01-09,118.89,119.53,118.86,119.205,0
2007-01-10,119.205,119.78,119.17,119.78,0
2007-01-11,119.77,120.73,119.74,120.695,0
2007-01-12,120.695,120.7,120.18,120.37,0
2007-01-14,120.42,120.44,120.08,120.24,0
2007-01-15,120.25,120.63,120.15,120.38,0
2007-01-16,120.37,120.88,120.24,120.71,0
2007-01-17,120.72,120.89,120.36,120.84,0
2007-01-18,120.83,121.59,120.82,121.33,0
2007-01-19,121.34,121.48,121.11,121.25,0
2007-01-21,121.24,121.41,121.22,121.39,0
2007-01-22,121.38,121.79,121.32,121.72,0
2007-01-23,121.73,121.79,121.12,121.555,0
2007-01-24,121.555,121.665,120.21,120.39,0
2007-01-25,120.4,121.64,120.29,121.4,0
2007-01-26,121.41,121.64,121.27,121.56,0
2007-01-28,121.46,121.83,121.43,121.78,0
2007-01-29,121.79,122.19,121.55,121.85,0
2007-01-30,121.855,121.99,121.43,121.44,0
2007-01-31,121.43,121.75,120.49,120.685,0
2007-02-01,120.68,120.845,120.1,120.71,0
2007-02-02,120.7,121.36,120.64,121.1,0
2007-02-04,121.08,121.19,120.72,120.825,0
2007-02-05,120.82,120.92,120.02,120.27,0
2007-02-06,120.28,120.57,119.98,120.29,0
2007-02-07,120.3,120.9,120.3,120.81,0
2007-02-08,120.8,121.43,120.75,121.37,0
2007-02-09,121.36,121.74,121.11,121.65,0
2007-02-11,121.8,122.1,121.8,121.91,0
2007-02-12,121.92,122.05,121.35,121.42,0
2007-02-13,121.41,121.56,121.05,121.33,0
2007-02-14,121.325,121.34,119.8,120.02,0
2007-02-15,120.01,120.37,119.18,119.36,0
2007-02-16,119.37,119.55,118.99,119.31,0
2007-02-18,119.38,119.6,119.23,119.45,0
2007-02-19,119.44,119.83,119.33,119.765,0
2007-02-20,119.765,120.55,119.7,120.27,0
2007-02-21,120.28,121.19,120.23,121.01,0
2007-02-22,121.0,121.65,120.99,121.46,0
2007-02-23,121.47,121.57,120.95,121.02,0
2007-02-25,121.05,121.08,120.79,120.94,0
2007-02-26,120.95,120.99,120.35,120.4,0
2007-02-27,120.41,120.42,117.44,118.19,0
2007-02-28,118.18,118.87,117.96,118.29,0
2007-03-01,118.28,118.46,116.96,117.68,0
2007-03-02,117.67,117.78,116.42,116.79,0
2007-03-04,116.67,116.75,115.4,115.6,0
2007-03-05,115.6,116.58,115.16,116.41,0
2007-03-06,116.4,116.91,116.2,116.36,0
2007-03-07,116.37,116.83,115.55,116.72,0
2007-03-08,116.73,117.49,116.52,117.42,0
2007-03-09,117.41,118.37,117.18,118.31,0
2007-03-11,118.3,118.41,118.0,118.27,0
2007-03-12,118.28,118.5,117.22,117.48,0
2007-03-13,117.49,117.58,115.88,116.13,0
2007-03-14,116.12,117.59,115.78,117.2,0
2007-03-15,117.21,117.77,116.82,117.075,0
2007-03-16,117.075,117.215,116.52,116.7,0
2007-03-18,116.44,117.45,116.27,117.29,0
2007-03-19,117.28,118.04,117.09,117.84,0
2007-03-20,117.83,118.0,116.94,117.29,0
2007-03-21,117.28,117.94,117.16,117.5,0
2007-03-22,117.49,118.32,117.24,118.24,0
2007-03-23,118.23,118.25,117.41,118.1,0
2007-03-25,118.06,118.15,117.79,117.885,0
2007-03-26,117.885,118.44,117.63,118.16,0
2007-03-27,118.17,118.4,117.16,117.24,0
2007-03-28,117.25,117.47,116.39,117.19,0
2007-03-29,117.18,118.21,117.06,117.85,0
2007-03-30,117.86,118.41,117.19,117.84,0
2007-04-01,117.74,118.07,117.38,117.67,11614
2007-04-02,117.69,118.07,117.46,118.02,35481
2007-04-03,118.03,118.99,117.95,118.89,41353
2007-04-04,118.89,119.08,118.47,118.62,39334
2007-04-05,118.61,119.0,118.41,118.86,30308
2007-04-06,118.85,119.39,118.65,119.25,13498
2007-04-08,119.32,119.39,119.11,119.3,5444
2007-04-09,119.31,119.39,118.72,118.95,25078
2007-04-10,118.95,119.3,118.83,119.21,36063
2007-04-11,119.19,119.54,119.06,119.45,35237
2007-04-12,119.44,119.46,118.75,118.83,38156
2007-04-13,118.81,119.57,118.17,119.23,32234
2007-04-15,119.2,119.73,118.95,119.34,10694
2007-04-16,119.35,119.87,119.29,119.64,36608
2007-04-17,119.65,119.66,118.48,118.63,44702
2007-04-18,118.64,118.9,117.77,117.88,48701
2007-04-19,117.86,118.77,117.59,118.63,49387
2007-04-20,118.63,118.96,118.44,118.66,26296
2007-04-22,118.67,119.01,118.43,118.5,10068
2007-04-23,118.43,119.03,118.2,118.54,36783
2007-04-24,118.54,118.94,118.27,118.44,39053
2007-04-25,118.46,118.84,118.24,118.64,36540
2007-04-26,118.65,119.75,118.57,119.41,46653
2007-04-27,119.43,119.76,118.86,119.48,33192
2007-04-29,119.46,119.71,119.12,119.53,8943
2007-04-30,119.51,119.75,119.27,119.56,32785
2007-05-01,119.56,120.15,119.04,120.01,37333
2007-05-02,120.02,120.28,119.47,120.19,37530
2007-05-03,120.19,120.46,119.9,120.3,32527
2007-05-04,120.3,120.41,119.88,120.26,24198
2007-05-06,120.47,120.47,119.76,119.92,10897
2007-05-07,119.91,120.13,119.67,119.8,29273
2007-05-08,119.82,120.04,119.48,119.8,43649
2007-05-09,119.79,120.23,119.6,120.03,43064
2007-05-10,120.03,120.53,119.68,119.89,50975
2007-05-11,119.93,120.28,119.44,120.18,35023
2007-05-13,120.26,120.27,120.02,120.19,9379
2007-05-14,120.19,120.54,120.11,120.4,34631
2007-05-15,120.38,120.58,120.05,120.29,41248
2007-05-16,120.26,120.87,120.14,120.78,38891
2007-05-17,120.8,121.36,120.73,121.29,33996
2007-05-18,121.28,121.39,120.65,121.12,35789
2007-05-20,121.1,121.28,120.89,121.23,8837
2007-05-21,121.24,121.64,121.16,121.55,30620
2007-05-22,121.54,121.77,121.17,121.66,32682
2007-05-23,121.67,121.88,121.29,121.59,38490
2007-05-24,121.57,121.68,120.82,121.12,46232
2007-05-25,121.14,121.88,121.11,121.77,28547
2007-05-27,121.73,121.82,121.53,121.66,5886
2007-05-28,121.68,121.78,121.32,121.42,17643
2007-05-29,121.41,121.81,121.12,121.44,45306
2007-05-30,121.43,121.78,121.34,121.54,39918
2007-05-31,121.54,121.98,121.4,121.86,34429
2007-06-01,121.86,122.16,121.75,122.16,25047
2007-06-03,122.0,122.1,121.87,121.95,6880
2007-06-04,121.99,122.11,121.5,121.79,30084
2007-06-05,121.82,121.94,121.06,121.36,40261
2007-06-06,121.36,121.48,120.75,121.14,45674
2007-06-07,121.14,121.56,120.84,121.26,50279
2007-06-08,121.27,121.83,120.73,121.62,38069
2007-06-10,121.68,121.79,121.48,121.66,9040
2007-06-11,121.64,121.83,121.47,121.64,28948
2007-06-12,121.65,122.3,121.47,122.2,39800
2007-06-13,122.2,122.83,122.06,122.75,40516
2007-06-14,122.75,123.13,122.7,122.97,29793
2007-06-15,122.97,123.66,122.89,123.4,25017
2007-06-17,123.41,123.58,123.33,123.52,6384
2007-06-18,123.55,123.75,123.25,123.59,32887
2007-06-19,123.61,123.71,123.25,123.4,37572
2007-06-20,123.4,123.7,123.05,123.66,39333
2007-06-21,123.65,123.97,123.41,123.91,31362
2007-06-22,123.9,124.15,123.73,123.79,27456
2007-06-24,123.87,123.95,123.6,123.92,6739
2007-06-25,123.91,123.94,123.26,123.47,37165
2007-06-26,123.47,123.52,122.76,122.82,47394
2007-06-27,122.84,123.36,122.17,122.93,51216
2007-06-28,122.95,123.52,122.77,123.38,40259
2007-06-29,123.39,123.56,122.93,123.14,30327
2007-07-01,122.95,123.29,122.91,122.99,7303
2007-07-02,123.01,123.07,122.07,122.4,35024
2007-07-03,122.38,122.68,122.07,122.43,34076
2007-07-04,122.4,122.82,122.21,122.73,23440
2007-07-05,122.74,123.16,122.27,123.14,36008
2007-07-06,123.14,123.55,123.03,123.29,25362
2007-07-08,123.39,123.66,123.18,123.6,6476
2007-07-09,123.61,123.66,123.14,123.33,27336
2007-07-10,123.32,123.48,120.95,121.68,49797
2007-07-11,121.68,122.52,121.01,122.36,55348
2007-07-12,122.34,122.62,121.76,122.45,44401
2007-07-13,122.46,122.53,121.89,121.97,29078
2007-07-15,121.88,122.18,121.79,121.81,5381
2007-07-16,121.82,122.09,121.48,121.91,30826
2007-07-17,121.89,122.41,121.56,121.71,42058
2007-07-18,121.72,122.29,121.54,121.92,38338
2007-07-19,121.93,122.28,121.73,122.19,34619
2007-07-20,122.2,122.44,120.82,121.19,36354
2007-07-22,121.4,122.2,120.77,121.0,13723
2007-07-23,121.01,121.52,120.38,120.49,38938
2007-07-24,120.5,120.96,119.78,120.25,55095
2007-07-25,120.26,120.75,119.87,120.54,54312
2007-07-26,120.57,120.61,117.99,118.9,71806
2007-07-27,118.88,119.29,118.36,118.72,53315
2007-07-29,118.61,118.76,118.0,118.47,16625
2007-07-30,118.47,119.25,118.04,118.9,61195
2007-07-31,118.89,119.49,118.17,118.27,63852
2007-08-01,118.3,119.16,117.56,118.6,75088
2007-08-02,118.61,119.37,118.56,119.16,47233
2007-08-03,119.17,119.29,117.8,118.03,40714
2007-08-05,118.03,118.2,117.16,117.63,16709
2007-08-06,117.64,119.1,117.38,118.67,59786
2007-08-07,118.67,119.05,117.94,118.95,47458
2007-08-08,118.94,119.83,118.75,119.6,50953
2007-08-09,119.58,119.69,117.7,118.07,75558
2007-08-10,118.06,118.74,117.19,118.32,62436
2007-08-12,118.37,118.48,117.46,118.26,10726
2007-08-13,118.24,118.57,117.66,117.91,58314
2007-08-14,117.9,118.52,116.92,117.16,65853
2007-08-15,117.17,117.6,115.67,115.99,82604
2007-08-16,115.99,116.26,111.98,112.26,94052
2007-08-17,112.26,114.9,111.57,114.18,67903
2007-08-19,114.33,114.78,113.65,114.67,19479
2007-08-20,114.67,115.5,114.12,114.97,83117
2007-08-21,114.97,115.06,113.96,114.36,73145
2007-08-22,114.36,116.07,114.28,115.82,64304
2007-08-23,115.82,117.13,115.56,116.08,73342
2007-08-24,116.08,116.46,115.49,116.43,38290
2007-08-26,116.43,116.75,116.07,116.13,10467
2007-08-27,116.15,116.33,115.3,115.45,38490
2007-08-28,115.45,115.74,113.83,114.35,54565
2007-08-29,114.35,116.25,114.2,115.46,59167
2007-08-30,115.47,116.38,115.19,116.17,48367
2007-08-31,116.17,116.61,115.46,115.74,37917
2007-09-02,115.75,116.0,115.64,115.95,6722
2007-09-03,115.98,116.13,115.64,115.84,23258
2007-09-04,115.84,116.47,115.3,115.87,43578
2007-09-05,115.86,115.98,114.79,115.39,49567
2007-09-06,115.4,115.66,114.9,115.05,43313
2007-09-07,115.06,115.35,113.1,113.37,37293
2007-09-09,113.37,113.39,112.57,113.27,14468
2007-09-10,113.28,114.0,113.03,113.74,44634
2007-09-11,113.76,114.39,113.37,114.22,51140
2007-09-12,114.23,114.45,113.72,114.23,41309
2007-09-13,114.25,115.49,114.12,115.09,52937
2007-09-14,115.06,115.39,114.33,115.27,39064
2007-09-16,115.36,115.4,115.08,115.13,5292
2007-09-17,115.14,115.36,114.59,114.92,37595
2007-09-18,114.91,116.38,114.73,115.84,47928
2007-09-19,115.85,116.33,115.63,115.88,41388
2007-09-20,115.85,115.9,113.96,114.81,56793
2007-09-21,114.82,115.86,114.6,115.47,34286
2007-09-23,115.47,115.47,114.99,115.06,4197
2007-09-24,115.05,115.16,114.61,114.74,33154
2007-09-25,114.76,115.01,114.02,114.81,43478
2007-09-26,114.81,115.75,114.71,115.56,42629
2007-09-27,115.57,115.89,114.88,115.15,47043
2007-09-28,115.15,115.51,114.65,114.77,33670
2007-09-30,114.79,115.12,114.66,114.88,9894
2007-10-01,114.9,116.07,114.85,115.45,45018
2007-10-02,115.42,116.0,115.24,115.75,39548
2007-10-03,115.75,116.79,115.71,116.47,40789
2007-10-04,116.49,116.74,116.24,116.45,32474
2007-10-05,116.47,117.28,116.31,116.92,29918
2007-10-07,116.92,117.23,116.84,117.09,5947
2007-10-08,117.1,117.61,117.01,117.19,30061
2007-10-09,117.19,117.46,116.78,117.16,38476
2007-10-10,117.17,117.53,116.93,117.35,38976
2007-10-11,117.37,117.79,116.98,117.29,45700
2007-10-12,117.29,117.7,117.06,117.52,32523
2007-10-14,117.59,117.85,117.38,117.56,7131
2007-10-15,117.57,117.95,117.08,117.39,46334
2007-10-16,117.4,117.45,116.27,116.38,59747
2007-10-17,116.42,117.19,116.14,116.46,55298
2007-10-18,116.48,116.64,114.94,115.07,56960
2007-10-19,115.04,115.72,114.34,114.5,42393
2007-10-21,114.41,114.43,113.23,114.09,21559
2007-10-22,114.08,114.68,113.45,114.51,72163
2007-10-23,114.52,115.04,114.15,114.4,59888
2007-10-24,114.41,114.61,113.79,113.94,63453
2007-10-25,113.96,114.58,113.75,114.27,59309
2007-10-26,114.26,114.57,113.94,114.2,35622
2007-10-28,114.18,114.27,114.0,114.16,10628
2007-10-29,114.17,114.91,114.0,114.49,42301
2007-10-30,114.52,115.01,114.32,114.64,40207
2007-10-31,114.66,115.51,114.49,115.3,50025
2007-11-01,115.29,115.93,114.34,114.56,59441
2007-11-02,114.58,115.41,114.4,114.83,41477
2007-11-04,114.83,114.96,114.33,114.71,10474
2007-11-05,114.7,114.81,113.97,114.63,53173
2007-11-06,114.64,114.79,113.8,113.84,48462
2007-11-07,113.87,114.08,112.03,112.76,76431
2007-11-08,112.76,113.38,112.2,112.61,63326
2007-11-09,112.62,112.74,110.46,110.63,59350
2007-11-11,110.68,110.82,109.81,110.37,19665
2007-11-12,110.39,110.73,109.1,110.02,68640
2007-11-13,110.01,111.29,109.65,111.12,56987
2007-11-14,111.11,111.76,110.74,111.27,62543
2007-11-15,111.26,111.55,109.85,110.12,63971
2007-11-16,110.13,111.33,109.75,111.02,46594
2007-11-18,111.5,111.5,110.35,110.44,11906
2007-11-19,110.42,110.78,109.59,110.38,64936
2007-11-20,110.37,110.58,108.86,109.07,73442
2007-11-21,109.07,109.28,108.22,108.92,71930
2007-11-22,108.93,108.99,107.51,107.8,40904
2007-11-23,107.8,108.54,107.6,108.3,38750
2007-11-25,108.14,108.79,108.06,108.56,17337
2007-11-26,108.55,108.81,107.19,108.36,65325
2007-11-27,108.35,109.15,107.48,108.48,68623
2007-11-28,108.46,110.48,108.32,110.02,65681
2007-11-29,110.02,110.44,109.44,110.21,64315
2007-11-30,110.22,111.25,109.98,111.07,44718
2007-12-02,111.13,111.19,110.45,110.62,11507
2007-12-03,110.63,110.76,110.07,110.21,46140
2007-12-04,110.19,110.42,109.49,110.3,49756
2007-12-05,110.3,111.19,110.06,110.93,47984
2007-12-06,110.95,111.47,110.6,111.33,44903
2007-12-07,111.33,111.79,111.12,111.67,26780
2007-12-09,111.69,111.86,111.33,111.75,9645
2007-12-10,111.75,111.95,111.42,111.8,35288
2007-12-11,111.79,112.14,110.45,111.08,47189
2007-12-12,111.08,112.47,110.91,111.76,54418
2007-12-13,111.75,112.66,111.38,112.43,52280
2007-12-14,112.44,113.59,112.23,113.26,38319
2007-12-16,113.39,113.53,112.95,113.1,10012
2007-12-17,113.1,113.48,112.71,113.24,43195
2007-12-18,113.24,113.53,112.92,113.21,37567
2007-12-19,113.23,113.49,112.71,113.21,38719
2007-12-20,113.2,113.31,112.77,113.09,40231
2007-12-21,113.07,114.21,112.91,114.06,27720
2007-12-23,114.18,114.21,113.94,114.03,4311
2007-12-24,114.02,114.48,113.87,114.13,15700
2007-12-25,114.13,114.39,113.88,114.16,7533
2007-12-26,114.14,114.37,113.91,114.25,19057
2007-12-27,114.25,114.66,112.84,112.99,41563
2007-12-28,112.98,113.29,112.24,112.37,31548
2007-12-30,112.62,112.67,111.72,111.93,6579
2007-12-31,111.94,112.19,111.3,111.76,20112
2008-01-01,111.76,112.15,111.25,111.45,5578
2008-01-02,111.46,111.92,109.18,109.66,48797
2008-01-03,109.65,109.71,108.2,109.45,57962
2008-01-04,109.46,109.53,107.86,108.6,42359
2008-01-06,108.45,109.14,108.37,108.98,9926
2008-01-07,108.97,109.73,108.56,109.28,47541
2008-01-08,109.3,109.83,108.77,109.48,56446
2008-01-09,109.47,110.12,109.09,109.55,58998
2008-01-10,109.55,109.99,108.81,108.99,58666
2008-01-11,108.98,109.22,108.61,108.78,46698
2008-01-13,108.97,108.98,108.58,108.63,5967
2008-01-14,108.64,108.69,107.33,107.76,51129
2008-01-15,107.75,107.93,105.94,106.14,65404
2008-01-16,106.13,107.95,105.89,107.17,72462
2008-01-17,107.17,107.88,106.32,106.94,74960
2008-01-18,106.95,107.59,106.49,106.9,48387
2008-01-20,106.63,106.98,106.6,106.74,12431
2008-01-21,106.71,106.74,105.59,106.08,57374
2008-01-22,106.08,107.38,105.78,106.37,80709
2008-01-23,106.34,106.98,104.93,106.55,83017
2008-01-24,106.58,107.57,105.91,107.5,72525
2008-01-25,107.49,107.89,106.61,106.66,49594
2008-01-27,106.81,106.97,106.02,106.25,15778
2008-01-28,106.25,107.15,105.96,106.63,70835
2008-01-29,106.63,107.23,106.45,106.78,60585
2008-01-30,106.77,107.47,106.0,106.46,69630
2008-01-31,106.45,106.87,105.67,106.42,77490
2008-02-01,106.4,106.74,105.74,106.56,51619
2008-02-03,106.57,106.98,106.4,106.8,11825
2008-02-04,106.78,107.09,106.56,106.84,49451
2008-02-05,106.85,107.74,106.32,106.37,72173
2008-02-06,106.37,106.79,106.15,106.51,64072
2008-02-07,106.51,107.83,105.88,107.32,74355
2008-02-08,107.31,107.73,107.19,107.28,43906
2008-02-10,107.34,107.66,107.01,107.05,8863
2008-02-11,107.08,107.21,106.29,106.96,50965
2008-02-12,106.96,107.53,106.8,107.19,58298
2008-02-13,107.21,108.37,106.93,108.2,61026
2008-02-14,108.2,108.61,107.63,108.0,62868
2008-02-15,108.02,108.32,107.22,107.7,47326
2008-02-17,107.8,108.28,107.72,107.81,9993
2008-02-18,107.83,108.32,107.75,107.79,35483
2008-02-19,107.82,108.18,107.15,107.71,62180
2008-02-20,107.7,108.37,107.42,108.2,60675
2008-02-21,108.21,108.33,107.12,107.45,64800
2008-02-22,107.46,107.57,106.69,107.21,51464
2008-02-24,107.21,107.48,107.14,107.4,10881
2008-02-25,107.41,108.22,107.16,107.9,57517
2008-02-26,107.9,108.09,106.93,107.04,62386
2008-02-27,107.0,107.12,105.93,106.35,68317
2008-02-28,106.35,106.65,104.54,104.84,73167
2008-02-29,104.85,104.87,103.62,103.68,51771
2008-03-02,103.88,103.88,102.89,103.15,21227
2008-03-03,103.16,103.71,102.58,103.38,73992
2008-03-04,103.38,103.56,102.62,103.46,72609
2008-03-05,103.45,104.19,103.34,103.81,70147
2008-03-06,103.78,103.86,102.44,102.65,72544
2008-03-07,102.65,103.24,101.4,102.65,69007
2008-03-09,102.82,102.82,101.94,102.0,15138
2008-03-10,102.02,102.45,101.39,101.94,79022
2008-03-11,101.95,103.59,101.82,102.97,85163
2008-03-12,102.97,103.28,99.99,100.25,101091
2008-03-13,100.24,101.25,99.75,100.21,103047
2008-03-14,100.2,101.16,98.87,99.09,78172
2008-03-16,99.0,99.28,95.71,96.93,43257
2008-03-17,96.94,97.76,96.23,97.15,105547
2008-03-18,97.14,100.45,97.06,99.08,110321
2008-03-19,99.07,99.85,97.65,99.17,107212
2008-03-20,99.16,100.21,98.43,99.63,82767
2008-03-21,99.64,99.69,99.25,99.54,13682
2008-03-23,99.54,100.02,99.29,99.84,14782
2008-03-24,99.85,101.04,99.61,100.14,60639
2008-03-25,100.16,100.67,99.6,100.06,78200
2008-03-26,100.02,100.33,98.54,98.93,86908
2008-03-27,98.91,100.16,98.88,99.56,91965
2008-03-28,99.56,100.39,99.07,99.19,56582
2008-03-30,99.25,100.19,98.79,99.76,21068
2008-03-31,99.75,100.01,99.18,99.93,67204
2008-04-01,99.95,102.17,99.56,101.87,76952
2008-04-02,101.9,102.84,101.69,102.68,75308
2008-04-03,102.67,102.95,102.05,102.62,70525
2008-04-04,102.6,102.62,101.42,101.45,54914
2008-04-06,101.57,102.64,101.3,102.42,16788
2008-04-07,102.44,102.85,102.03,102.26,65207
2008-04-08,102.26,102.83,101.72,102.3,66159
2008-04-09,102.32,102.75,100.83,100.98,73634
2008-04-10,100.96,102.28,99.99,102.07,87983
2008-04-11,102.07,102.24,100.61,100.93,67559
2008-04-13,100.9,102.01,100.71,100.89,18004
2008-04-14,100.91,101.47,100.26,101.24,82108
2008-04-15,101.26,101.93,100.75,101.65,72185
2008-04-16,101.66,102.07,100.79,101.92,74987
2008-04-17,101.91,102.72,101.67,102.37,77839
2008-04-18,102.4,104.65,102.21,103.66,67088
2008-04-20,103.65,104.06,103.65,103.79,13211
2008-04-21,103.8,104.07,102.75,103.01,80899
2008-04-22,103.03,103.54,102.65,103.02,82014
2008-04-23,103.05,103.78,102.71,103.7,78573
2008-04-24,103.71,104.54,103.29,104.13,79741
2008-04-25,104.11,104.82,103.88,104.4,63789
2008-04-27,104.4,104.82,104.28,104.5,13155
2008-04-28,104.52,104.71,104.0,104.17,59061
2008-04-29,104.18,104.37,103.19,103.95,71557
2008-04-30,103.95,104.88,103.58,103.72,77197
2008-05-01,103.72,104.81,103.5,104.61,65979
2008-05-02,104.62,105.71,104.52,105.37,63170
2008-05-04,105.37,105.48,105.13,105.17,6155
2008-05-05,105.17,105.63,104.57,104.86,41373
2008-05-06,104.85,105.13,104.0,104.78,70729
2008-05-07,104.77,105.59,104.15,104.33,83511
2008-05-08,104.34,104.54,103.38,103.48,82875
2008-05-09,103.5,103.63,102.55,102.81,63993
2008-05-11,102.81,103.48,102.55,103.36,14020
2008-05-12,103.37,104.04,103.23,103.9,71972
2008-05-13,103.9,104.92,103.37,104.77,82814
2008-05-14,104.74,105.44,104.69,104.95,66143
2008-05-15,104.96,105.18,104.41,104.59,73987
2008-05-16,104.62,105.11,103.5,104.04,65042
2008-05-18,104.04,104.31,103.91,104.27,9482
2008-05-19,104.25,104.69,103.6,104.16,65695
2008-05-20,104.15,104.22,103.11,103.18,81015
2008-05-21,103.17,103.64,102.7,103.1,79625
2008-05-22,103.09,104.38,102.9,104.11,74273
2008-05-23,104.11,104.18,103.02,103.36,51803
2008-05-25,103.35,103.42,103.1,103.3,8586
2008-05-26,103.3,103.49,103.19,103.46,25630
2008-05-27,103.47,104.35,103.41,103.93,64269
2008-05-28,103.93,105.32,103.85,104.85,70529
2008-05-29,104.86,105.88,104.8,105.43,70587
2008-05-30,105.43,105.74,105.2,105.49,46540
